change_id,week,change_type,component_area,synthetic_component_id,branch_type,validation_level,environment_profile,files_changed,lines_added,lines_deleted,modules_touched,author_experience_months,prior_failures_90d,historical_failure_rate,pipeline_duration_min,coverage_delta_pct,tests_impacted_count,critical_files_touched,documentation_refs_count,open_defects_linked,release_pressure_score,reviewer_count,validation_gap_count,readiness_score,recommended_validation_scope,failure_category,high_risk_change
CHG-00134,12,dependency,functional_area_d,CMP-003,development,readiness_review,profile_standard,11,228,88,1,31.5,3,0.364,40.7,,17,1,1.0,0,45.0,3,2,34.0,readiness_review,insufficient_evidence,1
CHG-00135,16,dependency,functional_area_a,CMP-006,development,broad_regression_checks,profile_standard,11,145,56,2,40.8,1,0.174,22.0,4.13,30,0,2.0,0,100.0,3,2,48.5,broad_validation,compatibility_issue,1
CHG-00136,7,test,functional_area_h,CMP-004,development,component_checks,profile_standard,8,326,94,1,52.0,0,0.15,40.4,7.72,36,0,1.0,0,52.5,4,2,82.0,focused_validation,none,0
CHG-00137,13,feature,functional_area_b,CMP-001,hotfix,basic_checks,profile_distributed,13,196,109,2,39.5,1,0.153,36.8,0.42,72,0,1.0,1,89.9,1,1,45.8,broad_validation,validation_issue,1
CHG-00138,1,configuration,functional_area_f,CMP-054,development,readiness_review,profile_extended,7,209,59,1,15.8,0,0.218,32.7,-4.23,23,0,2.0,0,52.4,2,1,60.2,broad_validation,none,0
CHG-00139,7,test,functional_area_f,CMP-021,development,basic_checks,profile_standard,10,180,118,2,22.8,0,0.211,30.7,-0.58,25,0,1.0,0,56.9,3,2,64.4,expanded_validation,none,0
CHG-00140,9,bugfix,functional_area_c,CMP-001,development,component_checks,profile_dependency,9,201,94,2,70.8,1,0.448,39.5,-0.14,54,0,0.0,0,45.3,2,2,69.0,expanded_validation,none,0
CHG-00141,20,feature,functional_area_b,CMP-001,development,basic_checks,profile_extended,7,112,85,2,47.8,1,0.237,32.5,-0.84,27,0,1.0,0,23.2,2,4,48.3,broad_validation,none,0
CHG-00142,5,test,functional_area_b,CMP-001,development,basic_checks,profile_dependency,7,138,110,1,25.4,2,0.142,37.0,2.84,34,1,2.0,0,78.7,1,2,40.0,readiness_review,validation_issue,1
CHG-00143,6,bugfix,functional_area_g,CMP-001,development,component_checks,profile_standard,8,41,133,2,31.2,0,0.037,47.6,-1.65,11,0,4.0,0,42.2,3,3,71.4,expanded_validation,none,0
CHG-00144,9,configuration,functional_area_d,CMP-001,development,readiness_review,profile_standard,8,317,60,1,17.8,3,0.202,29.4,0.96,26,0,0.0,1,75.4,1,1,54.2,broad_validation,execution_context_issue,1
CHG-00145,20,dependency,functional_area_a,CMP-001,development,component_checks,profile_dependency,11,220,58,2,9.2,2,0.438,25.7,0.78,35,0,2.0,0,85.4,4,1,63.2,expanded_validation,insufficient_evidence,1
CHG-00146,18,configuration,functional_area_f,CMP-048,development,integrated_checks,profile_dependency,6,96,61,1,32.7,1,0.322,270.6,0.59,24,0,1.0,0,41.5,3,3,54.7,broad_validation,none,0
CHG-00147,1,bugfix,functional_area_b,CMP-043,release_candidate,broad_regression_checks,profile_dependency,10,114,68,1,21.6,0,0.15,49.4,-2.42,37,0,1.0,0,50.5,1,1,71.0,expanded_validation,none,0
CHG-00148,5,bugfix,functional_area_g,CMP-033,development,integrated_checks,profile_distributed,11,185,170,2,41.6,0,0.116,23.7,2.23,68,1,2.0,0,42.7,1,0,80.0,focused_validation,none,0
CHG-00149,17,bugfix,functional_area_b,CMP-013,hotfix,broad_regression_checks,profile_standard,16,138,70,2,90.2,0,0.192,32.3,,68,1,3.0,0,39.4,2,1,56.6,broad_validation,none,0
CHG-00150,2,feature,functional_area_b,CMP-024,release_candidate,integrated_checks,profile_standard,11,137,154,3,40.1,0,0.117,38.5,0.59,52,0,1.0,0,69.5,5,2,61.9,broad_validation,none,0
CHG-00151,18,test,functional_area_a,CMP-026,release_candidate,integrated_checks,profile_standard,7,144,70,2,40.1,1,0.119,33.4,1.29,42,0,0.0,1,84.7,2,0,76.5,expanded_validation,none,0
CHG-00152,6,test,functional_area_d,CMP-062,release_candidate,integrated_checks,profile_dependency,9,263,49,2,55.9,0,0.264,53.7,-3.08,56,0,2.0,1,48.8,3,4,36.7,readiness_review,execution_context_issue,1
CHG-00153,19,bugfix,functional_area_c,CMP-025,development,broad_regression_checks,profile_standard,8,145,82,1,13.7,2,0.359,28.3,,55,0,,1,59.5,4,0,73.2,expanded_validation,none,0
CHG-00154,6,bugfix,functional_area_f,CMP-025,development,broad_regression_checks,profile_distributed,8,158,67,2,44.6,2,0.166,29.6,-1.15,53,0,1.0,0,48.4,1,2,58.0,broad_validation,none,0
CHG-00155,9,test,functional_area_c,CMP-037,development,broad_regression_checks,profile_dependency,9,292,144,2,17.5,1,0.042,42.9,2.17,36,0,1.0,3,48.5,1,3,69.3,expanded_validation,insufficient_evidence,1
CHG-00156,14,feature,functional_area_b,CMP-009,development,basic_checks,profile_dependency,8,220,73,1,55.2,1,0.121,34.5,0.36,22,0,2.0,0,51.7,1,4,63.9,expanded_validation,none,0
CHG-00157,3,configuration,functional_area_b,CMP-002,development,integrated_checks,profile_dependency,7,93,78,2,40.0,0,0.215,40.4,2.22,9,0,1.0,0,57.3,1,2,72.0,expanded_validation,none,0
CHG-00158,12,bugfix,functional_area_b,CMP-001,development,broad_regression_checks,profile_extended,6,127,101,1,14.7,1,0.105,44.1,2.25,15,0,2.0,0,41.8,5,3,68.8,expanded_validation,none,0
CHG-00159,11,refactor,functional_area_g,CMP-004,development,component_checks,profile_standard,9,157,93,1,40.4,0,0.148,63.8,1.65,39,0,1.0,1,52.2,1,1,78.6,focused_validation,none,0
CHG-00160,16,feature,functional_area_a,CMP-001,hotfix,broad_regression_checks,profile_dependency,6,120,67,2,3.3,2,0.21,62.2,-0.71,24,0,1.0,2,60.4,3,4,24.5,readiness_review,quality_regression,1
CHG-00161,20,refactor,functional_area_h,CMP-001,release_candidate,component_checks,profile_standard,7,195,42,1,,1,0.302,44.8,,32,0,3.0,0,66.0,5,2,41.4,readiness_review,none,0
CHG-00162,14,bugfix,functional_area_b,CMP-001,development,component_checks,profile_standard,11,120,47,3,14.4,1,0.207,30.4,1.46,48,0,0.0,0,37.3,1,1,74.7,expanded_validation,none,0
CHG-00163,9,configuration,functional_area_a,CMP-002,development,broad_regression_checks,profile_dependency,7,118,115,1,11.5,1,0.045,24.4,,2,0,1.0,0,66.5,3,2,74.6,expanded_validation,none,0
CHG-00164,9,feature,functional_area_b,CMP-100,development,component_checks,profile_extended,5,112,49,1,57.3,1,0.155,46.5,-1.85,21,0,1.0,3,46.4,1,1,70.1,expanded_validation,none,0
CHG-00165,9,bugfix,functional_area_a,CMP-004,release_candidate,component_checks,profile_standard,9,107,76,2,42.5,1,0.15,37.8,-0.41,7,1,,3,44.0,2,2,50.9,broad_validation,execution_context_issue,1
CHG-00166,17,configuration,functional_area_f,CMP-002,development,component_checks,profile_standard,11,112,123,1,35.6,4,0.362,31.7,3.91,60,0,2.0,0,48.5,1,2,47.9,broad_validation,compatibility_issue,1
CHG-00167,7,feature,functional_area_d,CMP-004,development,broad_regression_checks,profile_standard,14,238,163,2,,2,0.073,30.0,1.22,27,0,0.0,0,50.8,4,0,64.2,expanded_validation,none,0
CHG-00168,4,feature,functional_area_b,CMP-002,development,component_checks,profile_dependency,10,98,125,2,44.9,1,0.24,31.8,0.97,43,0,3.0,0,44.1,2,1,65.3,expanded_validation,none,0
CHG-00169,7,feature,functional_area_e,CMP-018,development,integrated_checks,profile_extended,12,209,89,2,36.2,0,0.171,27.5,-1.02,48,0,4.0,1,26.2,1,0,87.9,focused_validation,,0
CHG-00170,1,bugfix,functional_area_e,CMP-014,release_candidate,broad_regression_checks,profile_standard,9,194,114,2,23.7,0,0.2,36.3,0.54,52,0,4.0,1,61.9,4,1,67.6,expanded_validation,none,0
CHG-00171,3,feature,functional_area_g,CMP-001,hotfix,integrated_checks,profile_extended,5,179,74,1,38.2,1,0.189,26.6,0.23,7,0,1.0,0,72.6,5,2,56.9,broad_validation,none,0
CHG-00172,2,dependency,functional_area_h,CMP-007,development,readiness_review,profile_dependency,9,96,107,2,42.7,0,0.472,23.3,0.67,15,0,3.0,0,58.7,3,2,70.3,expanded_validation,none,0
CHG-00173,16,bugfix,functional_area_e,CMP-001,development,broad_regression_checks,profile_dependency,13,250,142,4,15.5,0,0.085,72.2,-3.15,63,0,0.0,0,68.2,1,2,47.5,broad_validation,compatibility_issue,1
CHG-00174,15,test,functional_area_f,CMP-018,development,component_checks,profile_standard,8,166,93,2,65.9,0,0.235,25.7,,25,0,3.0,0,60.0,2,0,83.1,focused_validation,none,0
CHG-00175,14,dependency,functional_area_f,CMP-081,development,readiness_review,profile_extended,9,186,111,1,30.1,0,0.253,41.3,-0.28,14,0,1.0,1,57.3,2,2,63.8,expanded_validation,none,0
CHG-00176,10,feature,functional_area_d,CMP-069,hotfix,integrated_checks,profile_standard,7,152,148,2,43.9,1,0.086,112.2,-2.33,832,0,1.0,1,79.1,2,0,40.6,readiness_review,none,0
CHG-00177,15,refactor,functional_area_f,CMP-001,release_candidate,basic_checks,profile_standard,60,650,406,10,28.6,1,0.051,67.4,-3.29,332,0,3.0,1,54.9,3,4,19.6,readiness_review,compatibility_issue,1
CHG-00178,4,test,functional_area_a,CMP-026,development,component_checks,profile_standard,9,190,187,1,40.3,1,0.49,21.8,-2.62,45,0,1.0,0,66.9,3,0,74.3,expanded_validation,none,0
CHG-00179,19,refactor,functional_area_f,CMP-035,development,integrated_checks,profile_standard,12,154,81,3,26.0,2,0.165,745.4,-0.63,551,1,,1,50.8,1,0,60.6,broad_validation,none,0
CHG-00180,11,bugfix,functional_area_h,CMP-053,development,basic_checks,profile_extended,11,113,114,2,27.4,2,0.08,25.5,-0.95,52,0,0.0,0,48.9,5,1,76.9,expanded_validation,none,0
CHG-00181,19,bugfix,functional_area_a,CMP-002,development,integrated_checks,profile_standard,9,171,162,3,25.7,1,0.061,20.7,2.4,37,0,2.0,0,32.0,3,0,88.6,focused_validation,none,0
CHG-00182,4,feature,functional_area_g,CMP-005,development,component_checks,profile_standard,7,107,72,2,35.3,1,0.044,37.8,-2.99,21,0,2.0,1,59.1,3,0,68.2,expanded_validation,none,0
CHG-00183,10,configuration,functional_area_g,CMP-002,release_candidate,integrated_checks,profile_standard,11,183,47,2,48.9,3,0.508,28.0,-3.68,27,0,2.0,1,69.4,2,2,42.2,readiness_review,execution_context_issue,1
CHG-00184,14,dependency,functional_area_b,CMP-001,development,basic_checks,profile_standard,9,136,35,2,49.5,0,0.343,23.4,-5.34,30,0,3.0,0,63.9,3,3,35.6,readiness_review,execution_context_issue,1
CHG-00185,10,dependency,functional_area_d,CMP-016,development,broad_regression_checks,profile_extended,7,46,22,1,47.9,0,0.2,28.0,0.94,16,0,2.0,1,29.8,1,0,84.4,focused_validation,none,0
CHG-00186,9,feature,functional_area_g,CMP-005,release_candidate,component_checks,profile_standard,6,305,135,2,37.5,0,0.234,29.0,1.36,18,0,2.0,1,75.5,3,2,56.6,broad_validation,none,0
CHG-00187,4,refactor,functional_area_h,CMP-002,release_candidate,basic_checks,profile_standard,4,183,86,1,24.0,0,0.146,55.1,,23,0,0.0,2,61.1,1,1,52.8,broad_validation,none,0
CHG-00188,8,bugfix,functional_area_a,CMP-048,development,component_checks,profile_dependency,10,117,14,2,5.5,2,0.119,32.1,,40,0,,0,37.7,1,1,71.5,expanded_validation,none,0
CHG-00189,5,dependency,functional_area_b,CMP-007,development,integrated_checks,profile_standard,6,131,148,1,48.4,0,0.233,51.6,-1.98,10,0,5.0,0,44.6,3,2,72.5,expanded_validation,none,0
CHG-00190,7,feature,functional_area_e,CMP-117,development,integrated_checks,profile_dependency,13,274,195,2,35.1,1,0.079,44.3,1.55,40,0,0.0,0,38.9,8,5,38.6,readiness_review,insufficient_evidence,1
CHG-00191,14,dependency,functional_area_b,CMP-035,release_candidate,integrated_checks,profile_extended,9,374,68,1,22.0,0,0.045,29.3,4.47,59,0,1.0,2,69.3,1,1,70.1,expanded_validation,none,0
CHG-00192,13,test,functional_area_b,CMP-055,development,basic_checks,profile_extended,8,164,65,1,5.9,0,0.186,44.0,-4.42,41,0,3.0,0,45.0,1,2,68.2,expanded_validation,none,0
CHG-00193,13,feature,functional_area_a,CMP-031,development,broad_regression_checks,profile_extended,8,321,184,1,29.8,4,0.295,23.8,-1.51,52,0,,0,50.7,2,1,53.6,broad_validation,quality_regression,1
CHG-00194,8,feature,functional_area_a,CMP-001,development,component_checks,profile_standard,7,75,46,1,51.6,1,0.067,50.5,2.19,23,1,,0,44.5,2,2,58.8,broad_validation,none,0
CHG-00195,20,test,functional_area_d,CMP-001,development,basic_checks,profile_distributed,5,83,17,2,16.2,0,0.143,33.3,2.24,47,1,2.0,2,50.0,2,2,61.2,broad_validation,none,0
CHG-00196,2,feature,functional_area_e,CMP-072,development,broad_regression_checks,profile_distributed,145,799,232,20,68.0,0,0.526,104.7,-2.77,771,1,2.0,2,33.8,6,0,28.6,readiness_review,execution_context_issue,1
CHG-00197,7,configuration,functional_area_e,CMP-001,release_candidate,integrated_checks,profile_standard,6,74,126,1,95.8,1,0.122,153.5,2.13,992,0,0.0,1,31.8,1,1,80.7,focused_validation,none,0
CHG-00198,3,dependency,functional_area_f,CMP-004,development,integrated_checks,profile_distributed,17,335,73,2,24.1,3,0.295,30.2,,66,0,3.0,1,94.6,4,0,51.7,broad_validation,validation_issue,1
CHG-00199,7,configuration,functional_area_c,CMP-012,development,component_checks,profile_extended,9,122,46,1,26.1,1,0.572,24.5,2.04,27,0,1.0,2,52.6,3,2,84.8,focused_validation,none,0
CHG-00200,20,bugfix,functional_area_b,CMP-002,hotfix,component_checks,profile_dependency,6,120,167,2,28.8,0,0.174,41.2,2.08,10,0,1.0,2,100.0,2,3,44.9,readiness_review,quality_regression,1
CHG-00201,8,bugfix,functional_area_a,CMP-002,development,integrated_checks,profile_distributed,13,288,73,2,23.4,1,0.033,27.6,-0.33,67,0,0.0,0,50.8,6,0,78.6,focused_validation,none,0
CHG-00202,19,feature,functional_area_b,CMP-006,development,basic_checks,profile_standard,6,290,35,1,80.8,1,0.155,42.9,1.74,18,0,4.0,2,51.5,2,2,67.8,expanded_validation,none,0
CHG-00203,10,dependency,functional_area_b,CMP-003,development,component_checks,profile_dependency,9,54,127,1,28.8,1,0.123,36.1,-0.59,50,0,1.0,1,47.3,2,2,63.5,expanded_validation,execution_context_issue,0
CHG-00204,14,bugfix,functional_area_a,CMP-018,development,readiness_review,profile_dependency,7,139,68,1,84.5,2,0.461,35.6,,17,1,1.0,0,60.9,1,1,62.1,expanded_validation,none,0
CHG-00205,10,feature,functional_area_a,CMP-001,development,integrated_checks,profile_distributed,7,89,88,2,15.1,0,0.346,629.1,-1.89,42,0,6.0,0,53.5,6,1,84.8,focused_validation,validation_issue,0
CHG-00206,6,bugfix,functional_area_a,CMP-006,development,component_checks,profile_standard,10,137,256,2,36.4,0,0.505,21.5,,47,0,6.0,1,30.4,1,1,91.0,focused_validation,none,0
CHG-00207,16,dependency,functional_area_e,CMP-001,development,component_checks,profile_distributed,9,145,67,1,19.2,0,0.3,42.8,0.88,26,0,1.0,3,35.0,4,1,85.1,focused_validation,none,0
CHG-00208,20,feature,functional_area_e,CMP-012,development,broad_regression_checks,profile_extended,9,128,127,2,12.6,2,0.222,21.7,2.32,35,0,0.0,0,32.5,1,0,71.4,expanded_validation,none,0
CHG-00209,6,test,functional_area_g,CMP-001,development,component_checks,profile_standard,12,94,123,2,20.8,0,0.186,17.3,-0.28,61,0,0.0,0,53.6,2,0,84.8,focused_validation,none,0
CHG-00210,16,refactor,functional_area_f,CMP-001,release_candidate,basic_checks,profile_dependency,6,108,117,1,22.2,0,0.147,31.1,-2.71,1,0,0.0,0,66.3,3,3,44.9,readiness_review,insufficient_evidence,0
CHG-00211,6,test,functional_area_d,CMP-037,development,basic_checks,profile_extended,11,161,68,1,28.9,0,0.351,26.5,-0.36,42,0,1.0,2,53.6,3,1,81.5,focused_validation,none,0
CHG-00212,15,dependency,functional_area_a,CMP-002,release_candidate,broad_regression_checks,profile_dependency,9,225,60,2,9.8,2,0.106,47.9,-3.8,34,1,5.0,0,52.4,3,2,30.7,readiness_review,execution_context_issue,1
CHG-00213,16,test,functional_area_d,CMP-025,development,integrated_checks,profile_extended,9,203,138,1,77.1,2,0.278,30.6,-1.33,45,0,4.0,0,32.4,2,2,63.3,expanded_validation,none,0
CHG-00214,9,dependency,functional_area_a,CMP-002,development,basic_checks,profile_standard,7,71,78,2,39.2,3,0.42,444.1,-4.42,40,0,1.0,0,70.0,4,4,22.9,readiness_review,compatibility_issue,1
CHG-00215,15,feature,functional_area_c,CMP-002,development,basic_checks,profile_dependency,11,212,68,2,46.1,0,0.375,124.3,,687,0,1.0,0,55.0,1,3,54.9,broad_validation,none,0
CHG-00216,6,test,functional_area_c,CMP-002,development,integrated_checks,profile_extended,11,232,133,2,34.4,0,0.255,37.3,2.46,72,0,2.0,0,61.0,1,1,79.7,focused_validation,none,0
CHG-00217,2,configuration,functional_area_c,CMP-059,development,integrated_checks,profile_standard,7,131,37,1,60.7,1,0.13,38.8,2.34,1,0,3.0,0,67.1,2,0,78.2,focused_validation,validation_issue,0
CHG-00218,2,configuration,functional_area_b,CMP-004,release_candidate,integrated_checks,profile_standard,6,121,116,1,,0,0.234,48.3,-4.34,16,1,0.0,0,31.0,1,2,58.6,broad_validation,,0
CHG-00219,9,test,functional_area_e,CMP-002,development,basic_checks,profile_standard,10,111,72,2,34.2,1,0.082,26.2,0.44,55,0,5.0,0,52.7,1,1,73.2,expanded_validation,none,0
CHG-00220,19,dependency,functional_area_g,CMP-008,development,broad_regression_checks,profile_extended,9,140,91,2,18.1,2,0.294,33.9,6.06,42,0,,0,69.6,1,0,63.1,expanded_validation,none,0
CHG-00221,3,refactor,functional_area_f,CMP-004,development,readiness_review,profile_standard,10,283,91,2,30.2,0,0.118,58.7,-1.5,35,0,1.0,0,32.0,1,1,71.0,expanded_validation,none,0
CHG-00222,10,bugfix,functional_area_e,CMP-034,development,integrated_checks,profile_dependency,9,230,129,2,32.5,0,0.069,26.8,0.81,26,0,2.0,0,33.6,3,2,69.6,expanded_validation,none,0
CHG-00223,15,bugfix,functional_area_d,CMP-114,development,basic_checks,profile_dependency,7,108,62,1,19.2,0,0.082,106.9,2.27,652,1,2.0,0,33.3,2,4,66.3,expanded_validation,none,0
CHG-00224,5,bugfix,functional_area_a,CMP-008,development,integrated_checks,profile_distributed,7,219,154,1,38.9,0,0.08,44.2,-3.87,32,1,3.0,1,27.2,2,2,58.5,broad_validation,none,0
CHG-00225,15,bugfix,functional_area_f,CMP-005,development,component_checks,profile_standard,113,910,127,22,40.8,2,0.14,96.7,-1.31,602,1,1.0,0,60.9,1,2,22.7,readiness_review,insufficient_evidence,1
CHG-00226,7,bugfix,functional_area_d,CMP-003,development,basic_checks,profile_extended,16,101,221,3,46.6,1,0.333,75.5,2.03,100,0,4.0,0,54.7,1,1,71.0,expanded_validation,none,0
CHG-00227,17,feature,functional_area_b,CMP-102,development,component_checks,profile_standard,11,245,159,2,40.4,0,0.203,29.7,-0.97,43,0,1.0,0,31.6,3,1,64.1,expanded_validation,execution_context_issue,0
CHG-00228,12,feature,functional_area_b,CMP-006,development,broad_regression_checks,profile_distributed,7,427,85,2,30.9,1,0.27,21.3,-3.62,13,1,2.0,2,22.2,1,1,58.5,broad_validation,none,0
CHG-00229,11,test,functional_area_g,CMP-001,development,component_checks,profile_standard,7,163,184,1,51.5,1,0.027,25.2,2.93,20,0,1.0,0,37.8,3,1,74.4,expanded_validation,execution_context_issue,0
CHG-00230,4,bugfix,functional_area_e,CMP-100,development,broad_regression_checks,profile_dependency,8,116,73,1,34.1,2,0.123,60.1,-4.74,24,0,1.0,1,68.7,1,3,36.8,readiness_review,validation_issue,1
CHG-00231,10,dependency,functional_area_c,CMP-095,release_candidate,integrated_checks,profile_standard,13,4117,2280,4,8.0,1,0.167,31.7,-6.01,62,0,1.0,1,44.6,1,3,17.1,readiness_review,quality_regression,1
CHG-00232,18,configuration,functional_area_e,CMP-005,development,integrated_checks,profile_standard,117,1462,191,13,13.0,1,0.233,76.0,-5.7,400,1,2.0,1,23.3,2,2,12.3,readiness_review,validation_issue,1
CHG-00233,1,feature,functional_area_c,CMP-003,release_candidate,basic_checks,profile_dependency,12,96,138,2,17.9,1,0.162,40.6,-1.56,69,1,4.0,0,60.7,5,3,31.3,readiness_review,quality_regression,1
CHG-00234,16,feature,functional_area_c,CMP-018,development,integrated_checks,profile_standard,9,124,32,1,20.8,1,0.157,8.8,-3.75,9,0,3.0,0,31.4,3,0,73.6,expanded_validation,none,0
CHG-00235,10,feature,functional_area_b,CMP-043,development,basic_checks,profile_dependency,10,314,85,2,39.0,0,0.13,38.5,-3.59,40,0,0.0,2,77.7,1,4,29.7,readiness_review,compatibility_issue,1
CHG-00236,15,dependency,functional_area_c,CMP-007,development,integrated_checks,profile_dependency,10,212,46,3,62.0,1,0.083,39.9,-2.22,57,0,1.0,0,52.9,1,3,36.1,readiness_review,compatibility_issue,1
CHG-00237,14,feature,functional_area_e,CMP-003,development,component_checks,profile_standard,10,205,110,3,43.0,2,0.189,29.0,3.03,74,0,3.0,1,44.3,1,1,55.5,broad_validation,none,0
CHG-00238,9,configuration,functional_area_a,CMP-002,development,component_checks,profile_standard,12,228,97,2,37.8,2,0.405,41.3,1.08,61,0,0.0,0,44.6,4,0,83.8,focused_validation,none,0
CHG-00239,7,dependency,functional_area_f,CMP-003,release_candidate,integrated_checks,profile_extended,8,248,93,1,9.6,1,0.429,37.0,0.61,16,0,1.0,0,52.8,3,0,77.6,expanded_validation,none,0
CHG-00240,13,dependency,functional_area_b,CMP-001,development,basic_checks,profile_distributed,10,222,144,2,5.9,0,0.133,39.9,3.64,56,0,,1,42.4,1,2,76.9,expanded_validation,none,0
